44, 1, 4586, 500, 1803, 823, 950, 17, 493
44, 2, 4133, 497, 1888, 703, 1000, 45, 0
44, 3, 4137, 500, 1448, 841, 865, 19, 464
44, 4, 4109, 750, 1418, 756, 1000, 185, 0
45, 1, 4263, 500, 1971, 825, 967, 0, 0
45, 2, 4032, 450, 1749, 931, 902, 0, 0
45, 3, 4409, 739, 1814, 1000, 856, 0, 0
45, 4, 5051, 958, 2000, 846, 943, 304, 0
46, 1, 4741, 450, 2000, 1000, 868, 34, 389
46, 2, 4075, 470, 1969, 181, 909, 546, 0
46, 3, 4566, 700, 1878, 811, 915, 262, 0
46, 4, 5169, 500, 1866, 836, 967, 699, 301
47, 1, 5023, 792, 1929, 921, 986, 51, 344
47, 2, 4416, 500, 2000, 967, 949, 0, 0
47, 3, 5299, 761, 2000, 950, 992, 596, 0
47, 4, 4390, 500, 1507, 940, 947, 496, 0
48, 1, 4432, 500, 1906, 833, 866, 35, 292
48, 2, 5050, 979, 1857, 912, 964, 0, 338
48, 3, 4272, 757, 1601, 930, 963, 21, 0
48, 4, 5240, 500, 1997, 987, 1000, 756, 0
49, 1, 4600, 500, 2000, 961, 994, 0, 145
49, 2, 4541, 963, 1850, 660, 988, 80, 0
49, 3, 4600, 750, 2000, 638, 841, 68, 303
49, 4, 5047, 910, 1979, 971, 1000, 30, 157
50, 1, 4508, 500, 1999, 989, 933, 87, 0
50, 2, 4509, 934, 1584, 974, 975, 42, 0
50, 3, 4484, 950, 1733, 850, 856, 95, 0
50, 4, 5155, 957, 1242, 889, 1000, 800, 267
51, 1, 4147, 500, 1829, 910, 908, 0, 0
51, 2, 4219, 988, 1972, 274, 956, 29, 0
51, 3, 4060, 950, 1493, 877, 740, 0, 0
51, 4, 4695, 730, 1678, 759, 962, 223, 343
52, 1, 4350, 500, 1332, 971, 942, 29, 576
52, 2, 4238, 495, 1893, 877, 973, 0, 0
52, 3, 4402, 482, 1710, 917, 968, 49, 276
52, 4, 5119, 931, 1929, 698, 848, 342, 371
53, 1, 4751, 500, 1657, 945, 939, 127, 583
53, 2, 4428, 542, 1946, 940, 1000, 0, 0
53, 3, 4426, 990, 1452, 420, 959, 605, 0
53, 4, 5080, 933, 1764, 822, 792, 769, 0
54, 1, 4452, 500, 1991, 992, 969, 0, 0
54, 2, 4710, 766, 2000, 944, 1000, 0, 0
54, 3, 4700, 750, 1853, 791, 924, 382, 0
54, 4, 4987, 750, 1813, 955, 913, 556, 0
55, 1, 4283, 500, 2000, 783, 1000, 0, 0
55, 2, 4753, 920, 1967, 904, 926, 36, 0
55, 3, 5124, 914, 1737, 941, 969, 563, 0
55, 4, 5151, 800, 1884, 916, 939, 403, 209
56, 1, 4740, 500, 2000, 856, 872, 512, 0
56, 2, 4393, 457, 1987, 925, 1000, 24, 0
56, 3, 4748, 931, 1755, 747, 974, 341, 0
56, 4, 4964, 934, 1938, 619, 1000, 473, 0
57, 1, 4417, 500, 1999, 910, 994, 14, 0
57, 2, 4408, 500, 2000, 880, 1000, 28, 0
57, 3, 4577, 985, 1757, 906, 929, 0, 0
57, 4, 4734, 918, 1841, 833, 898, 86, 158
58, 1, 4005, 500, 1675, 870, 931, 29, 0
58, 2, 4441, 509, 1982, 975, 947, 28, 0
58, 3, 4152, 500, 1657, 955, 981, 59, 0
58, 4, 4836, 950, 1509, 884, 1000, 493, 0
59, 1, 4378, 500, 1988, 840, 1000, 50, 0
59, 2, 4527, 938, 1884, 839, 813, 53, 0
59, 3, 5266, 750, 2000, 937, 981, 598, 0
59, 4, 5402, 960, 1986, 860, 996, 600, 0
60, 1, 5507, 1450, 2000, 958, 959, 140, 0
60, 2, 5590, 1920, 1758, 1000, 912, 0, 0
60, 3, 5831, 1950, 2000, 908, 973, 0, 0
60, 4, 5798, 1952, 1872, 933, 967, 74, 0
61, 1, 5011, 951, 2000, 871, 994, 0, 195
61, 2, 4378, 537, 1985, 998, 858, 0, 0
61, 3, 4535, 942, 1842, 922, 799, 30, 0
61, 4, 4909, 750, 2000, 913, 848, 211, 187
62, 1, 4671, 800, 2000, 888, 983, 0, 0
62, 2, 4713, 744, 1999, 970, 1000, 0, 0
62, 3, 4272, 500, 1263, 913, 986, 610, 0
62, 4, 4746, 966, 1313, 926, 999, 428, 114
63, 1, 4483, 500, 2000, 954, 974, 55, 0
63, 2, 4623, 450, 2000, 932, 982, 45, 214
63, 3, 5201, 784, 1999, 961, 952, 505, 0
63, 4, 4759, 929, 1948, 910, 972, 0, 0
64, 1, 4421, 500, 1998, 923, 1000, 0, 0
64, 2, 4689, 762, 2000, 953, 974, 0, 0
64, 3, 4517, 985, 1611, 935, 986, 0, 0
64, 4, 4449, 500, 1995, 954, 1000, 0, 0
65, 1, 4467, 500, 2000, 846, 958, 39, 124
65, 2, 4854, 779, 1986, 939, 940, 0, 210
65, 3, 5142, 941, 1972, 924, 971, 334, 0
65, 4, 5262, 952, 1796, 922, 995, 373, 224
66, 1, 4799, 500, 1999, 928, 965, 182, 225
66, 2, 4777, 755, 1987, 848, 887, 81, 219
66, 3, 4799, 982, 1998, 842, 977, 0, 0
66, 4, 5770, 996, 1783, 846, 962, 961, 222
67, 1, 4248, 487, 1687, 854, 915, 22, 283
67, 2, 4812, 450, 1605, 982, 896, 602, 277
67, 3, 5022, 996, 1844, 996, 896, 20, 270
67, 4, 5644, 918, 1961, 990, 975, 514, 286
68, 1, 4186, 500, 1799, 996, 891, 0, 0
68, 2, 4345, 548, 1833, 956, 945, 63, 0
68, 3, 4961, 500, 2000, 963, 921, 577, 0
68, 4, 4689, 986, 1535, 874, 977, 317, 0
69, 1, 4675, 924, 1905, 809, 980, 57, 0
69, 2, 4087, 500, 1808, 779, 969, 31, 0
69, 3, 4757, 926, 2000, 894, 909, 28, 0
69, 4, 4022, 950, 1355, 699, 997, 21, 0
70, 1, 5101, 950, 2000, 958, 1000, 44, 149
70, 2, 5468, 796, 1987, 907, 981, 647, 150
70, 3, 5779, 943, 1999, 993, 994, 700, 150
70, 4, 5124, 950, 2000, 972, 983, 219, 0
71, 1, 4425, 500, 1926, 969, 969, 61, 0
71, 2, 4194, 542, 1662, 960, 984, 46, 0
71, 3, 4852, 970, 2000, 981, 901, 0, 0
71, 4, 5159, 926, 1695, 991, 965, 582, 0
72, 1, 4044, 500, 1824, 852, 868, 0, 0
72, 2, 4139, 515, 1690, 973, 961, 0, 0
72, 3, 4156, 490, 1775, 891, 1000, 0, 0
72, 4, 4070, 933, 1670, 616, 851, 0, 0
73, 1, 4549, 500, 1992, 880, 930, 33, 214
73, 2, 4935, 750, 1995, 954, 958, 77, 201
73, 3, 4941, 976, 1935, 1000, 936, 94, 0
73, 4, 4928, 723, 1658, 680, 989, 653, 225
74, 1, 4335, 500, 1991, 869, 975, 0, 0
74, 2, 4453, 722, 1923, 848, 919, 41, 0
74, 3, 4768, 779, 1944, 848, 978, 219, 0
74, 4, 4566, 450, 1673, 771, 937, 585, 150
75, 1, 4183, 500, 1838, 875, 970, 0, 0
75, 2, 4159, 750, 1493, 927, 989, 0, 0
75, 3, 4424, 737, 1701, 1000, 986, 0, 0
75, 4, 4443, 937, 1999, 564, 943, 0, 0
76, 1, 4307, 500, 1874, 962, 971, 0, 0
76, 2, 4558, 750, 2000, 819, 989, 0, 0
76, 3, 4763, 923, 2000, 887, 953, 0, 0
76, 4, 5225, 936, 1799, 900, 996, 594, 0
77, 1, 4740, 750, 2000, 976, 996, 18, 0
77, 2, 4393, 550, 1987, 912, 944, 0, 0
77, 3, 4910, 950, 1992, 945, 1000, 23, 0
77, 4, 4846, 968, 1904, 974, 1000, 0, 0
78, 1, 5328, 1450, 1946, 932, 1000, 0, 0
78, 2, 5973, 1985, 1992, 996, 1000, 0, 0
78, 3, 5434, 1750, 1998, 747, 928, 11, 0
78, 4, 6161, 1500, 1795, 970, 996, 900, 0
79, 1, 5211, 1500, 1968, 972, 771, 0, 0
79, 2, 4986, 1973, 1215, 845, 953, 0, 0
79, 3, 4584, 1950, 1278, 399, 957, 0, 0
79, 4, 5892, 1953, 2000, 897, 984, 58, 0
80, 1, 4490, 500, 1920, 1000, 966, 104, 0
80, 2, 4389, 450, 2000, 981, 958, 0, 0
80, 3, 4074, 450, 2000, 828, 796, 0, 0
80, 4, 5246, 971, 2000, 884, 885, 393, 113
81, 1, 4245, 500, 1767, 897, 931, 0, 150
81, 2, 4763, 967, 1996, 872, 811, 0, 117
81, 3, 4736, 959, 1991, 648, 938, 50, 150
81, 4, 4862, 500, 1746, 879, 990, 632, 115
82, 1, 4301, 500, 1896, 942, 963, 0, 0
82, 2, 4614, 746, 2000, 868, 1000, 0, 0
82, 3, 4273, 991, 1494, 820, 945, 23, 0
82, 4, 4208, 976, 1257, 772, 991, 212, 0
83, 1, 4450, 506, 1947, 1000, 997, 0, 0
83, 2, 4324, 512, 2000, 871, 941, 0, 0
83, 3, 4581, 500, 1727, 1000, 995, 359, 0
83, 4, 4106, 450, 1999, 624, 1000, 33, 0
84, 1, 4039, 500, 1652, 965, 922, 0, 0
84, 2, 4582, 750, 1949, 924, 911, 48, 0
84, 3, 4234, 500, 2000, 734, 1000, 0, 0
84, 4, 4620, 993, 1669, 430, 923, 380, 225
85, 1, 4503, 500, 2000, 848, 955, 50, 150
85, 2, 4785, 921, 1791, 963, 932, 27, 151
85, 3, 4778, 920, 1410, 902, 818, 508, 220
85, 4, 4379, 757, 1742, 857, 860, 51, 112
86, 1, 4464, 720, 2000, 710, 1000, 34, 0
86, 2, 4346, 538, 2000, 893, 915, 0, 0
86, 3, 4409, 777, 1560, 932, 985, 155, 0
86, 4, 4790, 700, 2000, 1000, 1000, 90, 0
87, 1, 4391, 500, 1914, 977, 1000, 0, 0
87, 2, 4159, 500, 2000, 710, 949, 0, 0
87, 3, 4682, 755, 2000, 1000, 927, 0, 0
87, 4, 4147, 766, 1780, 596, 798, 207, 0
88, 1, 4171, 913, 1420, 808, 973, 57, 0
88, 2, 4261, 916, 1399, 953, 966, 27, 0
88, 3, 4067, 500, 1770, 816, 960, 21, 0
88, 4, 4224, 797, 1141, 921, 956, 409, 0
89, 1, 4533, 950, 1628, 955, 1000, 0, 0
89, 2, 4285, 750, 1763, 772, 1000, 0, 0
89, 3, 4215, 474, 2000, 780, 961, 0, 0
89, 4, 4940, 969, 2000, 983, 988, 0, 0
90, 1, 4254, 921, 1695, 842, 777, 19, 0
90, 2, 4587, 944, 1791, 927, 925, 0, 0
90, 3, 4753, 925, 1856, 942, 997, 33, 0
90, 4, 4999, 985, 1773, 964, 898, 379, 0
91, 1, 4307, 500, 1997, 959, 851, 0, 0
91, 2, 4035, 500, 1707, 803, 1000, 25, 0
91, 3, 4428, 500, 1953, 1000, 964, 11, 0
91, 4, 4517, 962, 1488, 741, 958, 368, 0
92, 1, 4278, 500, 1963, 971, 844, 0, 0
92, 2, 4510, 966, 1743, 828, 973, 0, 0
92, 3, 4812, 500, 1954, 771, 1000, 587, 0
92, 4, 4227, 950, 1411, 887, 979, 0, 0
93, 1, 4028, 500, 1602, 803, 1000, 123, 0
93, 2, 4009, 495, 1624, 918, 972, 0, 0
93, 3, 4399, 948, 1530, 1000, 921, 0, 0
93, 4, 4046, 921, 1170, 955, 1000, 0, 0
94, 1, 4160, 931, 1392, 944, 871, 22, 0
94, 2, 4100, 992, 1277, 907, 924, 0, 0
94, 3, 4006, 793, 1279, 914, 978, 42, 0
94, 4, 4533, 950, 1789, 874, 920, 0, 0
95, 1, 4817, 918, 2000, 982, 891, 26, 0
95, 2, 4576, 991, 1606, 953, 840, 0, 186
95, 3, 4048, 908, 1235, 897, 989, 19, 0
95, 4, 4673, 950, 1972, 874, 877, 0, 0
96, 1, 4236, 500, 1995, 760, 981, 0, 0
96, 2, 4230, 500, 1869, 857, 931, 73, 0
96, 3, 4042, 450, 1624, 925, 996, 47, 0
96, 4, 4311, 922, 1864, 537, 962, 26, 0
97, 1, 4222, 500, 1769, 1000, 953, 0, 0
97, 2, 4235, 500, 1924, 831, 980, 0, 0
97, 3, 4103, 959, 1314, 815, 992, 23, 0
97, 4, 4513, 789, 2000, 772, 934, 18, 0
98, 1, 4528, 450, 1920, 996, 937, 0, 225
98, 2, 4480, 978, 1694, 977, 831, 0, 0
98, 3, 4540, 500, 2000, 765, 994, 160, 121
98, 4, 4436, 450, 1560, 939, 863, 624, 0
99, 1, 4153, 500, 2000, 708, 945, 0, 0
99, 2, 4031, 450, 2000, 642, 939, 0, 0
99, 3, 4272, 500, 1615, 974, 892, 291, 0
99, 4, 4427, 950, 1765, 701, 847, 16, 148
100, 1, 4343, 500, 2000, 893, 950, 0, 0
100, 2, 4264, 450, 2000, 865, 949, 0, 0
100, 3, 4766, 951, 2000, 860, 955, 0, 0
100, 4, 4068, 950, 1213, 857, 969, 79, 0
101, 1, 4550, 500, 2000, 840, 957, 74, 179
101, 2, 4812, 973, 1948, 912, 979, 0, 0
101, 3, 4584, 718, 1977, 965, 924, 0, 0
101, 4, 5118, 700, 2000, 841, 861, 525, 191
102, 1, 4098, 500, 1594, 980, 1000, 24, 0
102, 2, 4189, 956, 1590, 693, 950, 0, 0
102, 3, 4918, 750, 1811, 891, 922, 430, 114
102, 4, 4138, 922, 1852, 125, 1000, 239, 0
103, 1, 4160, 450, 2000, 752, 928, 30, 0
103, 2, 4464, 500, 2000, 1000, 934, 30, 0
103, 3, 4796, 785, 2000, 998, 981, 32, 0
103, 4, 5065, 972, 1931, 746, 1000, 416, 0
104, 1, 4826, 931, 2000, 889, 951, 55, 0
104, 2, 4113, 468, 1992, 811, 816, 26, 0
104, 3, 4533, 752, 1951, 850, 980, 0, 0
104, 4, 4674, 999, 1764, 928, 833, 0, 150
105, 1, 4131, 542, 1994, 583, 970, 42, 0
105, 2, 4174, 953, 1958, 403, 822, 38, 0
105, 3, 4387, 952, 1518, 489, 917, 511, 0
105, 4, 4318, 700, 1200, 953, 966, 499, 0
106, 1, 4365, 500, 2000, 907, 958, 0, 0
106, 2, 4354, 500, 1960, 927, 967, 0, 0
106, 3, 4731, 929, 1998, 848, 956, 0, 0
106, 4, 4384, 775, 2000, 651, 958, 0, 0
107, 1, 5022, 1500, 1762, 787, 945, 28, 0
107, 2, 4841, 1523, 1408, 935, 948, 27, 0
107, 3, 5098, 1784, 1311, 995, 942, 66, 0
107, 4, 5175, 1943, 1270, 971, 968, 23, 0
108, 1, 4391, 500, 1922, 775, 984, 52, 158
108, 2, 4178, 499, 1835, 923, 921, 0, 0
108, 3, 4201, 500, 1284, 885, 893, 639, 0
108, 4, 4135, 932, 593, 896, 989, 511, 214
109, 1, 4616, 933, 1877, 809, 978, 19, 0
109, 2, 4222, 514, 1833, 831, 969, 75, 0
109, 3, 4175, 500, 1999, 761, 915, 0, 0
109, 4, 4409, 950, 1807, 767, 844, 41, 0
110, 1, 4449, 500, 2000, 973, 976, 0, 0
110, 2, 4520, 545, 2000, 950, 993, 32, 0
110, 3, 4485, 956, 1991, 538, 1000, 0, 0
110, 4, 4574, 918, 1989, 639, 848, 20, 160
111, 1, 4231, 500, 2000, 814, 917, 0, 0
111, 2, 4417, 500, 2000, 917, 970, 30, 0
111, 3, 4625, 786, 1934, 969, 936, 0, 0
111, 4, 4656, 908, 1983, 858, 891, 16, 0
112, 1, 4306, 500, 1954, 922, 930, 0, 0
112, 2, 4338, 926, 1614, 934, 864, 0, 0
112, 3, 4034, 981, 1301, 734, 986, 32, 0
112, 4, 4375, 972, 1370, 830, 996, 76, 131
113, 1, 4227, 941, 2000, 323, 940, 23, 0
113, 2, 4061, 941, 1534, 670, 916, 0, 0
113, 3, 4725, 764, 2000, 967, 994, 0, 0
113, 4, 4166, 974, 1463, 711, 981, 37, 0
114, 1, 4383, 725, 1725, 959, 974, 0, 0
114, 2, 4033, 703, 1361, 986, 983, 0, 0
114, 3, 4039, 911, 1499, 887, 742, 0, 0
114, 4, 4250, 910, 1756, 393, 822, 369, 0
115, 1, 4299, 500, 1897, 860, 898, 0, 144
115, 2, 4268, 544, 1949, 838, 937, 0, 0
115, 3, 4567, 789, 2000, 802, 976, 0, 0
115, 4, 4176, 450, 1471, 685, 978, 461, 131
116, 1, 4436, 500, 2000, 936, 1000, 0, 0
116, 2, 4098, 500, 1726, 875, 949, 48, 0
116, 3, 4059, 200, 1855, 955, 1000, 49, 0
116, 4, 4196, 950, 445, 950, 998, 485, 368
117, 1, 4222, 500, 2000, 805, 917, 0, 0
117, 2, 4360, 456, 1965, 948, 991, 0, 0
117, 3, 4362, 950, 1454, 1000, 935, 23, 0
117, 4, 4066, 991, 842, 738, 989, 506, 0
118, 1, 4154, 500, 1996, 756, 902, 0, 0
118, 2, 4207, 500, 1959, 779, 969, 0, 0
118, 3, 4498, 925, 1899, 874, 800, 0, 0
118, 4, 4565, 950, 1932, 797, 886, 0, 0
119, 1, 4618, 526, 1956, 935, 979, 222, 0
119, 2, 4364, 941, 1508, 976, 939, 0, 0
119, 3, 4191, 200, 1689, 751, 941, 610, 0
119, 4, 4648, 750, 1648, 748, 951, 551, 0
120, 1, 4137, 500, 2000, 735, 902, 0, 0
120, 2, 4944, 950, 2000, 994, 1000, 0, 0
120, 3, 4297, 750, 1450, 718, 964, 415, 0
120, 4, 4620, 921, 1728, 987, 964, 20, 0
121, 1, 5245, 1781, 1950, 341, 916, 34, 223
121, 2, 5426, 1500, 1928, 986, 966, 46, 0
121, 3, 5079, 1200, 1884, 995, 982, 18, 0
121, 4, 4959, 1459, 2000, 526, 974, 0, 0
122, 1, 5072, 1500, 1990, 690, 892, 0, 0
122, 2, 5396, 1747, 1732, 919, 978, 20, 0
122, 3, 4281, 1472, 1257, 735, 817, 0, 0
122, 4, 5696, 1950, 1941, 844, 961, 0, 0
123, 1, 4195, 703, 2000, 666, 804, 22, 0
123, 2, 4784, 975, 1991, 830, 965, 23, 0
123, 3, 4676, 750, 2000, 941, 985, 0, 0
123, 4, 4410, 998, 1706, 721, 958, 27, 0
124, 1, 4002, 755, 1357, 871, 969, 50, 0
124, 2, 4698, 943, 2000, 757, 975, 23, 0
124, 3, 4367, 500, 1881, 993, 993, 0, 0
