1, 1, 4356, 500, 1906, 1000, 950, 0, 0
1, 2, 4374, 450, 1930, 994, 1000, 0, 0
1, 3, 4152, 500, 1949, 923, 780, 0, 0
1, 4, 4650, 500, 1827, 986, 975, 362, 0
2, 1, 5386, 993, 2000, 972, 991, 430, 0
2, 2, 4857, 781, 1555, 935, 900, 500, 186
2, 3, 4570, 983, 1967, 748, 872, 0, 0
2, 4, 4706, 450, 1930, 786, 917, 495, 128
3, 1, 4465, 500, 1979, 638, 979, 369, 0
3, 2, 4129, 496, 1793, 867, 973, 0, 0
3, 3, 5092, 700, 2000, 856, 843, 490, 203
3, 4, 4382, 768, 2000, 692, 922, 0, 0
4, 1, 4759, 500, 2000, 873, 1000, 386, 0
4, 2, 4392, 503, 1911, 1000, 959, 19, 0
4, 3, 4189, 538, 1998, 875, 778, 0, 0
4, 4, 5479, 902, 1962, 923, 970, 722, 0
5, 1, 4212, 736, 2000, 516, 942, 18, 0
5, 2, 4613, 750, 1998, 775, 1000, 90, 0
5, 3, 4574, 986, 1993, 642, 895, 58, 0
5, 4, 4289, 464, 2000, 532, 941, 352, 0
6, 1, 4230, 500, 2000, 826, 904, 0, 0
6, 2, 4455, 500, 2000, 955, 1000, 0, 0
6, 3, 4539, 994, 1650, 993, 902, 0, 0
6, 4, 4792, 901, 1999, 925, 913, 54, 0
7, 1, 4416, 500, 1931, 993, 992, 0, 0
7, 2, 4491, 473, 1957, 887, 992, 182, 0
7, 3, 4581, 767, 1787, 957, 970, 100, 0
7, 4, 4212, 900, 1599, 832, 881, 0, 0
8, 1, 4478, 936, 1870, 677, 995, 0, 0
8, 2, 4778, 937, 1975, 898, 968, 0, 0
8, 3, 4565, 750, 2000, 815, 1000, 0, 0
8, 4, 4643, 910, 1845, 899, 989, 0, 0
9, 1, 4174, 500, 2000, 730, 944, 0, 0
9, 2, 4700, 991, 1608, 866, 961, 274, 0
9, 3, 4076, 520, 1389, 742, 984, 441, 0
9, 4, 4803, 975, 1362, 929, 1000, 537, 0
10, 1, 4760, 500, 1931, 898, 825, 606, 0
10, 2, 4435, 496, 2000, 977, 962, 0, 0
10, 3, 4584, 731, 1431, 929, 872, 621, 0
10, 4, 4891, 950, 2000, 941, 1000, 0, 0
11, 1, 4363, 500, 2000, 899, 964, 0, 0
11, 2, 4150, 500, 2000, 695, 955, 0, 0
11, 3, 4079, 912, 1432, 919, 779, 37, 0
11, 4, 5041, 950, 1382, 984, 1000, 725, 0
12, 1, 4694, 928, 2000, 766, 1000, 0, 0
12, 2, 4364, 738, 2000, 687, 939, 0, 0
12, 3, 5083, 758, 1870, 869, 1000, 455, 131
12, 4, 4709, 527, 2000, 860, 985, 337, 0
13, 1, 4433, 500, 1997, 1000, 936, 0, 0
13, 2, 4523, 941, 1904, 779, 851, 48, 0
13, 3, 4982, 955, 1930, 716, 838, 543, 0
13, 4, 4808, 700, 1877, 839, 971, 421, 0
14, 1, 4109, 494, 1871, 965, 779, 0, 0
14, 2, 4769, 770, 2000, 1000, 999, 0, 0
14, 3, 4656, 733, 1998, 846, 986, 93, 0
14, 4, 4242, 780, 1801, 747, 914, 0, 0
15, 1, 4154, 500, 1744, 858, 994, 58, 0
15, 2, 4149, 518, 2000, 740, 891, 0, 0
15, 3, 4644, 732, 1972, 875, 975, 90, 0
15, 4, 4569, 950, 1486, 1000, 929, 56, 148
16, 1, 4775, 1000, 2000, 917, 858, 0, 0
16, 2, 4912, 500, 2000, 870, 967, 575, 0
16, 3, 4892, 737, 1950, 533, 1000, 672, 0
16, 4, 4535, 500, 1983, 930, 918, 204, 0
17, 1, 5130, 500, 1999, 1000, 952, 679, 0
17, 2, 4306, 500, 1945, 862, 999, 0, 0
17, 3, 4810, 950, 1504, 779, 942, 635, 0
17, 4, 4232, 950, 1355, 865, 913, 0, 149
18, 1, 5018, 500, 2000, 1000, 941, 577, 0
18, 2, 4301, 485, 1817, 982, 947, 70, 0
18, 3, 4178, 958, 1642, 679, 899, 0, 0
18, 4, 4428, 967, 1411, 646, 847, 557, 0
19, 1, 5194, 750, 1969, 970, 964, 187, 354
19, 2, 4113, 473, 1534, 967, 920, 69, 150
19, 3, 4262, 450, 2000, 802, 997, 13, 0
19, 4, 5258, 932, 1988, 918, 950, 155, 315
20, 1, 4324, 500, 1982, 906, 936, 0, 0
20, 2, 4062, 722, 1477, 1000, 863, 0, 0
20, 3, 4114, 943, 1283, 918, 970, 0, 0
20, 4, 4367, 950, 1683, 444, 980, 310, 0
21, 1, 4515, 500, 2000, 1000, 994, 21, 0
21, 2, 4468, 493, 2000, 975, 1000, 0, 0
21, 3, 4513, 979, 1997, 607, 903, 27, 0
21, 4, 5294, 750, 2000, 946, 965, 633, 0
22, 1, 4389, 500, 2000, 962, 927, 0, 0
22, 2, 4326, 535, 1847, 987, 957, 0, 0
22, 3, 4488, 728, 2000, 940, 820, 0, 0
22, 4, 4226, 750, 2000, 671, 805, 0, 0
23, 1, 4532, 927, 1709, 873, 923, 100, 0
23, 2, 4219, 541, 1702, 993, 924, 59, 0
23, 3, 4640, 791, 1879, 1000, 952, 18, 0
23, 4, 4664, 952, 1861, 828, 974, 49, 0
24, 1, 4399, 500, 2000, 899, 1000, 0, 0
24, 2, 4719, 939, 2000, 852, 904, 24, 0
24, 3, 4941, 450, 1886, 934, 907, 764, 0
24, 4, 4315, 200, 1642, 984, 938, 551, 0
25, 1, 4461, 500, 1947, 955, 991, 68, 0
25, 2, 4608, 765, 1932, 923, 900, 88, 0
25, 3, 4019, 520, 1836, 236, 992, 435, 0
25, 4, 5269, 941, 1938, 899, 1000, 491, 0
26, 1, 5066, 500, 1761, 984, 958, 688, 175
26, 2, 4702, 789, 1961, 841, 972, 139, 0
26, 3, 4151, 488, 1686, 980, 997, 0, 0
26, 4, 4605, 900, 2000, 787, 918, 0, 0
27, 1, 4959, 1500, 1586, 762, 975, 0, 136
27, 2, 5277, 1537, 1209, 904, 1000, 627, 0
27, 3, 5201, 1514, 1304, 859, 1000, 524, 0
27, 4, 5292, 1777, 1525, 849, 924, 0, 217
28, 1, 5597, 1450, 1999, 896, 927, 100, 225
28, 2, 5956, 1713, 1910, 920, 972, 220, 221
28, 3, 5063, 1486, 1800, 868, 909, 0, 0
28, 4, 5439, 1278, 1935, 796, 858, 450, 122
29, 1, 4404, 500, 2000, 927, 977, 0, 0
29, 2, 4538, 550, 2000, 988, 1000, 0, 0
29, 3, 4807, 925, 1894, 971, 1000, 17, 0
29, 4, 4121, 908, 1116, 957, 1000, 140, 0
30, 1, 4655, 915, 1791, 979, 970, 0, 0
30, 2, 4254, 500, 1978, 776, 1000, 0, 0
30, 3, 4243, 719, 1334, 950, 997, 0, 243
30, 4, 4636, 1000, 1361, 862, 1000, 413, 0
31, 1, 4352, 500, 2000, 932, 920, 0, 0
31, 2, 4296, 473, 2000, 826, 997, 0, 0
31, 3, 4088, 978, 1612, 741, 757, 0, 0
31, 4, 4800, 952, 2000, 980, 836, 32, 0
32, 1, 4285, 758, 1573, 1000, 954, 0, 0
32, 2, 4432, 537, 1897, 998, 1000, 0, 0
32, 3, 4002, 764, 1446, 952, 840, 0, 0
32, 4, 4226, 961, 1458, 883, 924, 0, 0
33, 1, 4588, 500, 1911, 945, 977, 18, 237
33, 2, 4210, 474, 1833, 986, 874, 43, 0
33, 3, 4452, 450, 1995, 968, 998, 41, 0
33, 4, 5038, 993, 1742, 972, 884, 44, 403
34, 1, 4714, 984, 1902, 999, 811, 18, 0
34, 2, 4670, 963, 1803, 866, 984, 54, 0
34, 3, 4156, 993, 1726, 429, 986, 22, 0
34, 4, 4831, 996, 1988, 961, 886, 0, 0
35, 1, 4079, 500, 1450, 944, 1000, 0, 185
35, 2, 4182, 470, 1618, 983, 968, 0, 143
35, 3, 4090, 950, 1326, 827, 987, 0, 0
35, 4, 4765, 916, 2000, 914, 935, 0, 0
36, 1, 4184, 500, 1776, 956, 926, 26, 0
36, 2, 4541, 752, 1853, 963, 948, 25, 0
36, 3, 4752, 1000, 1765, 987, 1000, 0, 0
36, 4, 4266, 927, 1548, 633, 1000, 158, 0
37, 1, 4163, 500, 1871, 823, 969, 0, 0
37, 2, 4225, 950, 1555, 834, 872, 14, 0
37, 3, 4168, 969, 1260, 945, 970, 24, 0
37, 4, 4281, 970, 1049, 873, 896, 493, 0
38, 1, 4159, 500, 1618, 1000, 991, 50, 0
38, 2, 4423, 964, 1650, 979, 776, 54, 0
38, 3, 4763, 944, 1534, 880, 915, 490, 0
38, 4, 4377, 928, 1051, 953, 994, 451, 0
39, 1, 4881, 957, 2000, 963, 961, 0, 0
39, 2, 4729, 925, 1788, 920, 891, 48, 157
39, 3, 4895, 952, 1801, 786, 952, 25, 379
39, 4, 4953, 918, 1997, 1000, 1000, 38, 0
40, 1, 4026, 500, 1885, 858, 783, 0, 0
40, 2, 4119, 500, 1778, 860, 981, 0, 0
40, 3, 4569, 900, 2000, 779, 890, 0, 0
40, 4, 4002, 961, 1243, 803, 995, 0, 0
41, 1, 4385, 500, 2000, 924, 961, 0, 0
41, 2, 4463, 751, 1999, 713, 1000, 0, 0
41, 3, 4167, 946, 1691, 768, 762, 0, 0
41, 4, 4745, 991, 1947, 822, 985, 0, 0
42, 1, 4389, 500, 1999, 959, 931, 0, 0
42, 2, 4066, 547, 1584, 940, 995, 0, 0
42, 3, 4575, 738, 1384, 819, 988, 646, 0
42, 4, 4910, 950, 1357, 831, 984, 630, 158
43, 1, 4497, 700, 1799, 431, 954, 613, 0
43, 2, 4158, 984, 1689, 555, 930, 0, 0
43, 3, 4531, 750, 1989, 912, 880, 0, 0
43, 4, 5063, 950, 1689, 766, 946, 712, 0
